"X","Y","R","G","B"
"52","53","95","56","243"
"53","53","155","61","14"
"54","53","131","227","202"
"55","53","219","59","34"
"56","53","191","86","39"
"57","53","112","62","238"
"58","53","153","191","56"
"59","53","114","185","17"
"60","53","189","4","48"
"61","53","117","133","177"
"62","53","166","105","149"
"63","53","18","169","1"
"64","53","246","141","240"
"65","53","229","91","201"
"66","53","92","221","31"
"67","53","100","152","185"
"68","53","0","154","187"
"69","53","193","248","25"
"70","53","135","201","179"
"71","53","129","173","162"
"72","53","182","182","182"
"73","53","179","201","190"
"74","53","140","206","184"
"75","53","160","226","226"
"76","53","168","168","190"
"77","53","173","151","184"
"78","53","182","193","215"
"79","53","168","212","223"
"80","53","173","184","206"
"81","53","193","215","204"
"82","53","91","113","80"
"83","53","93","126","5"
"84","53","12","111","48"
"85","53","2","123","173"
"86","53","150","26","244"
"87","53","104","247","143"
"88","53","101","255","118"
"89","53","95","249","112"
"90","53","115","13","132"
"91","53","101","255","118"
"92","53","95","238","156"
"93","53","115","2","176"
"94","53","101","255","118"
"95","53","95","249","112"
"96","53","115","13","132"
"97","53","101","255","118"
"98","53","95","249","112"
"99","53","115","13","132"
"0","54","101","255","118"
"1","54","95","249","112"
"2","54","115","13","132"
"3","54","101","244","140"
"4","54","95","238","134"
"5","54","115","2","154"
"6","54","101","244","140"
"7","54","95","249","112"
"8","54","137","35","132"
"9","54","134","32","129"
"10","54","95","249","112"
"11","54","104","247","143"
"12","54","123","10","184"
"13","54","40","172","134"
"14","54","38","170","154"
"15","54","106","183","65"
"16","54","19","30","132"
"17","54","160","127","72"
"18","54","193","204","138"
"19","54","253","30","209"
"20","54","105","160","94"
"21","54","14","80","36"
"22","54","19","41","30"
"23","54","251","17","6"
"24","54","25","47","36"
"25","54","209","253","242"
"26","54","39","94","50"
"27","54","102","124","91"
"28","54","41","41","41"
"29","54","127","138","160"
"30","54","113","168","201"
"31","54","69","223","0"
"32","54","186","205","26"
"33","54","4","67","155"
"34","54","97","61","182"
"35","54","238","169","23"
"36","54","215","124","201"
"37","54","154","63","118"
"38","54","12","210","210"
"39","54","254","207","185"
"40","54","3","212","146"
"41","54","100","31","221"
"42","54","20","185","152"
"43","54","138","58","47"
"44","54","227","191","202"
"45","54","26","78","111"
"46","54","166","72","105"
"47","54","76","59","114"
"48","54","29","45","155"
"49","54","45","72","226"
"50","54","98","114","12"
"51","54","106","78","221"
"52","54","166","94","226"
"53","54","186","48","180"
"54","54","26","78","210"
"55","54","163","171","47"
"56","54","92","100","210"
"57","54","221","28","94"
"58","54","171","33","44"
"59","54","12","130","119"
"60","54","20","149","105"
"61","54","226","55","0"
"62","54","45","64","31"
"63","54","232","240","240"
"64","54","160","223","55"
"65","54","136","210","64"
"66","54","166","229","39"
"67","54","160","135","168"
"68","54","232","97","119"
"69","54","146","201","234"
"70","54","195","5","239"
"71","54","226","25","237"
"72","54","223","223","201"
"73","54","206","206","206"
"74","54","171","237","215"
"75","54","146","212","190"
"76","54","184","184","184"
"77","54","204","204","204"
"78","54","179","201","190"
"79","54","162","206","195"
"80","54","193","204","226"
"81","54","135","157","146"
"82","54","151","173","140"
"83","54","138","182","28"
"84","54","230","84","222"
"85","54","51","183","189"
"86","54","192","79","8"
"87","54","79","233","118"
"88","54","95","249","112"
"89","54","115","13","132"
"90","54","101","10","118"
"91","54","95","249","112"
"92","54","115","2","176"
"93","54","101","244","173"
"94","54","95","249","112"
"95","54","115","13","132"
"96","54","101","255","118"
"97","54","95","249","112"
"98","54","115","13","132"
"99","54","101","255","118"
"0","55","95","249","112"
"1","55","115","13","132"
"2","55","101","255","118"
"3","55","95","249","112"
"4","55","115","2","154"
"5","55","101","244","140"
"6","55","95","238","134"
"7","55","115","2","154"
"8","55","112","10","129"
"9","55","40","194","112"
"10","55","115","13","132"
"11","55","123","21","140"
"12","55","95","238","134"
"13","55","137","24","198"
"14","55","156","43","228"
"15","55","252","84","167"
"16","55","249","4","84"
"17","55","248","237","182"
"18","55","19","30","220"
"19","55","240","6","207"
"20","55","237","36","248"
"21","55","242","30","19"
"22","55","61","105","94"
"23","55","69","91","80"
"24","55","52","74","63"
"25","55","94","94","94"
"26","55","80","80","58"
"27","55","118","118","96"
"28","55","116","116","116"
"29","55","113","135","124"
"30","55","96","140","151"
"31","55","185","17","50"
"32","55","116","25","58"
"33","55","110","63","129"
"34","55","61","248","69"
"35","55","91","22","110"
"36","55","176","140","217"
"37","55","75","72","138"
"38","55","251","14","69"
"39","55","179","231","8"
"40","55","166","218","229"
"41","55","218","14","25"
"42","55","0","63","41"
"43","55","97","149","160"
"44","55","149","245","234"
"45","55","88","206","217"
"46","55","23","207","196"
"47","55","48","243","9"
"48","55","56","251","61"
"49","55","87","249","92"
"50","55","95","1","100"
"51","55","221","116","215"
"52","55","172","34","133"
"53","55","86","160","248"
"54","55","121","162","5"
"55","55","17","36","113"
"56","55","116","135","190"
"57","55","22","74","118"
"58","55","221","39","61"
"59","55","185","3","25"
"60","55","234","30","41"
"61","55","75","127","138"
"62","55","182","212","223"
"63","55","231","239","27"
"64","55","50","69","146"
"65","55","248","0","110"
"66","55","231","228","38"
"67","55","185","127","171"
"68","55","47","135","168"
"69","55","5","49","60"
"70","55","226","36","14"
"71","55","179","234","190"
"72","55","16","5","239"
"73","55","14","3","237"
"74","55","179","223","212"
"75","55","151","217","195"
"76","55","215","237","226"
"77","55","223","223","223"
"78","55","206","228","217"
"79","55","193","237","226"
"80","55","168","190","179"
"81","55","118","140","129"
"82","55","248","14","215"
"83","55","100","144","213"
"84","55","230","84","189"
"85","55","170","46","8"
"86","55","24","167","118"
"87","55","150","48","167"
"88","55","115","13","132"
"89","55","101","255","118"
"90","55","95","4","112"
"91","55","115","13","132"
"92","55","101","244","162"
"93","55","95","238","167"
"94","55","115","13","132"
"95","55","101","255","118"
"96","55","95","249","112"
"97","55","115","13","132"
"98","55","101","255","118"
"99","55","95","249","112"
"0","56","115","13","132"
"1","56","101","255","118"
"2","56","95","249","112"
"3","56","115","13","132"
"4","56","101","244","140"
"5","56","95","238","134"
"6","56","115","2","154"
"7","56","101","244","140"
"8","56","95","249","112"
"9","56","115","13","132"
"10","56","112","10","129"
"11","56","95","249","112"
"12","56","104","2","132"
"13","56","123","10","162"
"14","56","106","249","167"
"15","56","82","181","220"
"16","56","34","67","92"
"17","56","231","242","154"
"18","56","196","207","152"
"19","56","182","204","171"
"20","56","242","8","253"
"21","56","28","72","61"
"22","56","226","14","3"
"23","56","96","118","107"
"24","56","50","50","28"
"25","56","124","113","91"
"26","56","74","63","41"
"27","56","127","116","94"
"28","56","124","146","135"
"29","56","242","8","253"
"30","56","160","204","215"
"31","56","124","190","190"
"32","56","96","228","228"
"33","56","61","25","14"
"34","56","50","80","91"
"35","56","251","80","135"
"36","56","153","70","147"
"37","56","106","34","166"
"38","56","67","17","171"
"39","56","32","238","158"
"40","56","18","191","100"
"41","56","12","196","72"
"42","56","32","216","70"
"43","56","139","56","133"
"44","56","177","83","116"
"45","56","37","166","188"
"46","56","138","0","22"
"47","56","198","250","27"
"48","56","254","6","6"
"49","56","108","72","83"
"50","56","135","110","143"
"51","56","64","72","94"
"52","56","3","55","88"
"53","56","165","250","27"
"54","56","37","166","210"
"55","56","227","122","188"
"56","56","111","6","94"
"57","56","10","172","37"
"58","56","18","158","56"
"59","56","100","240","160"
"60","56","197","92","34"
"61","56","37","243","163"
"62","56","152","113","33"
"63","56","227","144","53"
"64","56","53","94","215"
"65","56","154","118","217"
"66","56","116","69","135"
"67","56","190","88","121"
"68","56","184","239","16"
"69","56","204","248","3"
"70","56","168","234","212"
"71","56","217","16","228"
"72","56","248","237","215"
"73","56","245","234","212"
"74","56","195","250","206"
"75","56","204","14","226"
"76","56","212","234","201"
"77","56","184","206","173"
"78","56","171","226","182"
"79","56","135","190","146"
"80","56","129","151","140"
"81","56","116","138","105"
"82","56","168","201","102"
"83","56","50","105","119"
"84","56","16","137","176"
"85","56","156","43","217"
"86","56","62","205","112"
"87","56","148","46","165"
"88","56","101","255","118"
"89","56","95","249","112"
"90","56","115","24","132"
"91","56","101","10","118"
"92","56","95","238","134"
"93","56","115","2","176"
"94","56","101","244","140"
"95","56","95","249","112"
"96","56","115","13","132"
"97","56","101","255","118"
"98","56","95","249","112"
"99","56","115","13","132"
"0","57","101","255","118"
"1","57","95","249","112"
"2","57","115","13","132"
"3","57","101","255","118"
"4","57","95","238","134"
"5","57","115","2","154"
"6","57","101","244","140"
"7","57","95","238","134"
"8","57","115","13","132"
"9","57","101","255","118"
"10","57","106","4","123"
"11","57","115","13","132"
"12","57","90","244","118"
"13","57","106","4","123"
"14","57","115","2","154"
"15","57","35","167","173"
"16","57","138","193","196"
"17","57","105","138","17"
"18","57","204","237","160"
"19","57","132","154","121"
"20","57","207","218","240"
"21","57","248","3","25"
"22","57","231","19","8"
"23","57","251","17","6"
"24","57","124","124","102"
"25","57","107","96","74"
"26","57","105","61","50"
"27","57","80","58","69"
"28","57","63","107","96"
"29","57","105","171","171"
"30","57","47","113","113"
"31","57","184","250","250"
"32","57","94","226","204"
"33","57","204","168","157"
"34","57","243","61","61"
"35","57","255","183","205"
"36","57","150","155","243"
"37","57","133","149","47"
"38","57","43","26","235"
"39","57","7","246","221"
"40","57","213","163","149"
"41","57","211","172","125"
"42","57","164","158","67"
"43","57","180","152","17"
"44","57","131","92","169"
"45","57","117","12","78"
"46","57","9","94","149"
"47","57","229","237","25"
"48","57","102","0","11"
"49","57","206","60","71"
"50","57","226","91","113"
"51","57","113","55","77"
"52","57","121","140","184"
"53","57","194","56","78"
"54","57","117","56","100"
"55","57","78","61","127"
"56","57","233","238","92"
"57","57","7","235","122"
"58","57","34","207","138"
"59","57","65","227","180"
"60","57","84","23","243"
"61","57","122","72","58"
"62","57","208","1","210"
"63","57","136","130","39"
"64","57","229","25","157"
"65","57","169","111","221"
"66","57","204","135","212"
"67","57","96","239","49"
"68","57","204","36","58"
"69","57","91","157","157"
"70","57","173","38","250"
"71","57","193","3","215"
"72","57","223","212","190"
"73","57","239","228","206"
"74","57","215","14","226"
"75","57","190","0","212"
"76","57","173","228","184"
"77","57","193","215","182"
"78","57","135","190","124"
"79","57","129","184","118"
"80","57","127","149","116"
"81","57","157","179","124"
"82","57","5","49","151"
"83","57","166","232","202"
"84","57","2","134","118"
"85","57","106","4","123"
"86","57","148","46","165"
"87","57","79","233","118"
"88","57","95","249","112"
"89","57","115","13","132"
"90","57","101","10","118"
"91","57","95","4","112"
"92","57","115","2","154"
"93","57","101","244","162"
"94","57","95","238","134"
"95","57","115","13","132"
"96","57","101","255","118"
"97","57","95","249","112"
"98","57","115","13","132"
"99","57","101","255","118"
"0","58","95","249","112"
"1","58","115","13","132"
"2","58","101","255","118"
"3","58","95","249","112"
"4","58","115","13","132"
"5","58","101","255","118"
"6","58","95","249","112"
"7","58","115","13","132"
"8","58","101","255","118"
"9","58","95","249","112"
"10","58","126","24","143"
"11","58","101","255","118"
"12","58","84","238","112"
"13","58","115","13","132"
"14","58","101","255","118"
"15","58","40","172","156"
"16","58","241","84","21"
"17","58","204","25","105"
"18","58","165","231","121"
"19","58","218","240","207"
"20","58","127","138","160"
"21","58","198","209","231"
"22","58","72","116","105"
"23","58","237","3","248"
"24","58","107","96","74"
"25","58","215","171","160"
"26","58","245","201","190"
"27","58","228","228","228"
"28","58","97","185","207"
"29","58","182","58","58"
"30","58","198","52","63"
"31","58","196","50","72"
"32","58","124","245","11"
"33","58","146","99","143"
"34","58","32","117","150"
"35","58","205","122","177"
"36","58","78","50","149"
"37","58","43","15","158"
"38","58","128","45","232"
"39","58","78","207","171"
"40","58","167","40","249"
"41","58","21","172","114"
"42","58","15","243","130"
"43","58","101","106","216"
"44","58","186","191","23"
"45","58","144","105","204"
"46","58","241","103","213"
"47","58","75","83","193"
"48","58","217","82","148"
"49","58","207","28","94"
"50","58","215","58","135"
"51","58","162","93","181"
"52","58","188","229","72"
"53","58","4","177","254"
"54","58","188","215","36"
"55","58","76","147","235"
"56","58","109","169","34"
"57","58","15","31","163"
"58","58","145","62","227"
"59","58","40","180","100"
"60","58","155","6","171"
"61","58","62","202","78"
"62","58","147","119","218"
"63","58","163","91","179"
"64","58","26","78","199"
"65","58","67","53","174"
"66","58","121","74","151"
"67","58","193","102","179"
"68","58","237","102","124"
"69","58","129","239","250"
"70","58","83","248","193"
"71","58","47","168","124"
"72","58","27","27","27"
"73","58","58","36","47"
"74","58","245","44","0"
"75","58","206","16","228"
"76","58","193","248","182"
"77","58","135","190","124"
"78","58","129","162","85"
"79","58","138","160","105"
"80","58","135","157","102"
"81","58","41","74","231"
"82","58","124","179","215"
"83","58","26","103","252"
"84","58","29","161","123"
"85","58","181","79","176"
"86","58","101","255","118"
"87","58","106","4","112"
"88","58","115","13","132"
"89","58","101","255","118"
"90","58","95","249","112"
"91","58","115","13","132"
"92","58","101","255","118"
"93","58","95","238","134"
"94","58","115","13","132"
"95","58","101","255","118"
"96","58","95","249","112"
"97","58","115","13","132"
"98","58","101","255","118"
"99","58","95","249","112"
"0","59","115","13","132"
"1","59","101","255","118"
"2","59","95","249","112"
"3","59","115","13","132"
"4","59","101","255","118"
"5","59","95","249","112"
"6","59","115","13","132"
"7","59","101","255","118"
"8","59","95","249","112"
"9","59","104","2","132"
"10","59","101","255","118"
"11","59","95","249","112"
"12","59","104","2","132"
"13","59","112","10","129"
"14","59","106","4","123"
"15","59","82","214","176"
"16","59","211","65","192"
"17","59","44","132","135"
"18","59","251","61","185"
"19","59","248","14","215"
"20","59","187","187","187"
"21","59","218","218","240"
"22","59","226","14","3"
"23","59","41","63","30"
"24","59","127","138","83"
"25","59","223","212","190"
"26","59","239","217","228"
"27","59","204","248","25"
"28","59","45","221","221"
"29","59","182","146","157"
"30","59","218","160","182"
"31","59","221","163","207"
"32","59","220","173","239"
"33","59","89","130","207"
"34","59","40","202","235"
"35","59","56","17","83"
"36","59","208","191","1"
"37","59","169","130","229"
"38","59","199","50","215"
"39","59","244","51","227"
"40","59","177","240","138"
"41","59","66","162","49"
"42","59","122","50","160"
"43","59","42","14","113"
"44","59","39","11","110"
"45","59","51","1","133"
"46","59","227","78","243"
"47","59","50","102","0"
"48","59","188","130","240"
"49","59","161","92","180"
"50","59","243","185","39"
"51","59","232","240","94"
"52","59","210","61","160"
"53","59","108","36","124"
"54","59","18","56","133"
"55","59","106","177","9"
"56","59","188","226","69"
"57","59","37","42","152"
"58","59","152","58","179"
"59","59","198","38","181"
"60","59","72","168","33"
"61","59","39","157","11"
"62","59","138","55","132"
"63","59","26","199","20"
"64","59","136","232","97"
"65","59","50","91","212"
"66","59","243","251","105"
"67","59","36","0","77"
"68","59","146","88","132"
"69","59","127","69","69"
"70","59","229","193","171"
"71","59","91","11","234"
"72","59","80","124","135"
"73","59","77","77","99"
"74","59","5","71","49"
"75","59","237","80","25"
"76","59","201","11","223"
"77","59","162","217","151"
"78","59","171","193","138"
"79","59","135","168","91"
"80","59","173","195","140"
"81","59","25","58","193"
"82","59","182","248","218"
"83","59","172","4","87"
"84","59","93","236","154"
"85","59","123","21","118"
"86","59","95","249","112"
"87","59","93","247","132"
"88","59","101","255","118"
"89","59","95","249","112"
"90","59","115","13","132"
"91","59","101","255","118"
"92","59","95","249","112"
"93","59","115","13","132"
"94","59","101","255","118"
"95","59","95","249","112"
"96","59","115","13","132"
"97","59","101","255","118"
"98","59","95","249","112"
"99","59","115","13","132"
"0","60","101","244","140"
"1","60","95","238","134"
"2","60","115","13","132"
"3","60","101","255","118"
"4","60","95","249","112"
"5","60","115","13","132"
"6","60","101","255","118"
"7","60","95","249","112"
"8","60","115","13","132"
"9","60","90","244","118"
"10","60","95","238","134"
"11","60","115","2","154"
"12","60","90","244","118"
"13","60","106","4","123"
"14","60","137","35","154"
"15","60","90","233","162"
"16","60","18","139","211"
"17","60","158","1","194"
"18","60","91","135","204"
"19","60","198","231","132"
"20","60","94","83","61"
"21","60","69","69","69"
"22","60","165","220","176"
"23","60","138","193","127"
"24","60","135","157","102"
"25","60","173","173","151"
"26","60","182","193","237"
"27","60","124","223","22"
"28","60","108","127","171"
"29","60","194","23","56"
"30","60","149","201","245"
"31","60","86","149","215"
"32","60","136","254","97"
"33","60","202","130","218"
"34","60","169","174","240"
"35","60","156","183","238"
"36","60","252","1","67"
"37","60","92","53","119"
"38","60","85","192","13"
"39","60","239","24","123"
"40","60","210","229","50"
"41","60","72","91","168"
"42","60","47","154","209"
"43","60","66","217","27"
"44","60","45","207","50"
"45","60","103","243","141"
"46","60","12","97","39"
"47","60","26","111","75"
"48","60","84","224","122"
"49","60","114","20","141"
"50","60","233","139","4"
"51","60","59","243","75"
"52","60","127","55","143"
"53","60","51","12","78"
"54","60","139","122","177"
"55","60","158","141","196"
"56","60","214","175","241"
"57","60","254","171","248"
"58","60","209","71","170"
"59","60","61","157","22"
"60","60","135","231","107"
"61","60","149","0","165"
"62","60","233","139","26"
"63","60","26","188","75"
"64","60","20","182","69"
"65","60","205","89","221"
"66","60","86","160","25"
"67","60","124","165","8"
"68","60","56","75","130"
"69","60","36","66","77"
"70","60","135","198","176"
"71","60","45","31","9"
"72","60","44","99","132"
"73","60","27","38","82"
"74","60","237","47","47"
"75","60","201","44","33"
"76","60","217","27","5"
"77","60","215","14","226"
"78","60","212","223","168"
"79","60","195","206","151"
"80","60","160","193","116"
"81","60","22","66","157"
"82","60","61","138","53"
"83","60","60","159","176"
"84","60","167","54","206"
"85","60","40","194","112"
"86","60","126","24","132"
"87","60","90","244","118"
"88","60","95","249","112"
"89","60","115","2","154"
"90","60","101","244","140"
"91","60","95","249","112"
"92","60","115","13","132"
"93","60","101","255","118"
"94","60","95","249","112"
"95","60","115","2","154"
"96","60","101","255","118"
"97","60","95","249","112"
"98","60","115","13","132"
"99","60","101","255","118"
"0","61","95","238","134"
"1","61","115","2","154"
"2","61","101","255","118"
"3","61","95","249","112"
"4","61","115","13","132"
"5","61","101","255","118"
"6","61","95","249","112"
"7","61","115","13","132"
"8","61","101","255","118"
"9","61","84","238","112"
"10","61","115","2","154"
"11","61","112","255","151"
"12","61","95","249","112"
"13","61","126","24","143"
"14","61","134","32","151"
"15","61","106","249","167"
"16","61","60","192","198"
"17","61","120","230","101"
"18","61","176","231","245"
"19","61","50","72","207"
"20","61","47","36","248"
"21","61","96","85","63"
"22","61","50","127","50"
"23","61","69","146","69"
"24","61","107","129","74"
"25","61","127","149","138"
"26","61","179","234","22"
"27","61","118","27","104"
"28","61","4","133","177"
"29","61","59","254","42"
"30","61","36","187","253"
"31","61","230","125","213"
"32","61","142","103","202"
"33","61","89","94","204"
"34","61","244","59","147"
"35","61","175","246","78"
"36","61","59","97","196"
"37","61","145","150","238"
"38","61","62","224","67"
"39","61","67","185","28"
"40","61","109","183","15"
"41","61","205","34","89"
"42","61","122","251","39"
"43","61","32","183","249"
"44","61","186","92","191"
"45","61","81","243","108"
"46","61","112","252","172"
"47","61","127","22","220"
"48","61","67","83","237"
"49","61","35","95","238"
"50","61","153","191","56"
"51","61","53","69","179"
"52","61","97","102","190"
"53","61","40","23","89"
"54","61","224","185","251"
"55","61","21","216","26"
"56","61","51","246","56"
"57","61","111","50","116"
"58","61","219","147","235"
"59","61","15","199","53"
"60","61","9","193","69"
"61","61","219","136","45"
"62","61","172","89","254"
"63","61","155","105","25"
"64","61","252","213","133"
"65","61","81","53","196"
"66","61","61","223","110"
"67","61","249","111","221"
"68","61","111","218","39"
"69","61","44","129","162"
"70","61","224","108","108"
"71","61","97","149","160"
"72","61","250","93","148"
"73","61","3","36","91"
"74","61","190","245","33"
"75","61","162","250","16"
"76","61","204","14","14"
"77","61","179","223","212"
"78","61","195","195","173"
"79","61","226","215","171"
"80","61","179","190","124"
"81","61","118","162","231"
"82","61","32","120","225"
"83","61","247","101","118"
"84","61","150","37","189"
"85","61","115","13","132"
"86","61","90","244","118"
"87","61","128","26","123"
"88","61","115","13","132"
"89","61","101","244","162"
"90","61","95","238","156"
"91","61","115","2","154"
"92","61","101","255","118"
"93","61","95","249","112"
"94","61","115","13","132"
"95","61","101","244","140"
"96","61","95","249","112"
"97","61","115","13","132"
"98","61","101","255","118"
"99","61","95","249","112"
"0","62","115","2","176"
"1","62","101","244","140"
"2","62","95","249","112"
"3","62","115","13","132"
"4","62","101","255","118"
"5","62","95","249","112"
"6","62","115","13","132"
"7","62","101","255","118"
"8","62","106","4","123"
"9","62","104","2","132"
"10","62","101","244","140"
"11","62","106","249","145"
"12","62","104","247","143"
"13","62","101","244","140"
"14","62","117","15","134"
"15","62","126","13","165"
"16","62","134","10","228"
"17","62","230","95","167"
"18","62","15","81","51"
"19","62","14","36","138"
"20","62","52","19","220"
"21","62","28","17","229"
"22","62","47","124","47"
"23","62","176","30","198"
"24","62","94","149","83"
"25","62","80","146","146"
"26","62","107","206","5"
"27","62","28","248","91"
"28","62","180","141","207"
"29","62","34","72","149"
"30","62","117","122","210"
"31","62","161","133","232"
"32","62","1","207","83"
"33","62","197","169","56"
"34","62","142","180","45"
"35","62","125","196","94"
"36","62","90","194","103"
"37","62","233","81","246"
"38","62","59","130","50"
"39","62","123","183","81"
"40","62","153","180","78"
"41","62","136","152","6"
"42","62","156","183","4"
"43","62","98","125","180"
"44","62","136","141","207"
"45","62","189","194","4"
"46","62","120","103","169"
"47","62","91","96","184"
"48","62","65","125","246"
"49","62","211","37","169"
"50","62","92","174","50"
"51","62","7","67","210"
"52","62","185","223","88"
"53","62","45","39","182"
"54","62","54","26","169"
"55","62","18","224","122"
"56","62","56","28","171"
"57","62","54","70","202"
"58","62","230","34","155"
"59","62","1","83","193"
"60","62","109","191","45"
"61","62","95","155","20"
"62","62","100","94","237"
"63","62","175","169","78"
"64","62","172","232","130"
"65","62","53","113","11"
"66","62","238","232","141"
"67","62","202","152","28"
"68","62","61","223","66"
"69","62","100","17","72"
"70","62","224","152","174"
"71","62","47","132","165"
"72","62","237","124","212"
"73","62","245","33","132"
"74","62","173","250","60"
"75","62","182","14","47"
"76","62","157","223","223"
"77","62","151","173","162"
"78","62","204","193","171"
"79","62","245","201","168"
"80","62","250","5","173"
"81","62","254","53","89"
"82","62","68","156","239"
"83","62","139","249","189"
"84","62","82","225","132"
"85","62","134","32","129"
"86","62","117","15","112"
"87","62","104","2","132"
"88","62","101","244","140"
"89","62","95","238","156"
"90","62","115","2","187"
"91","62","101","244","162"
"92","62","95","4","112"
"93","62","115","24","132"
"94","62","101","255","118"
"95","62","95","238","134"
"96","62","115","13","132"
"97","62","101","255","118"
"98","62","95","249","112"
"99","62","115","13","132"
"0","63","101","244","140"
"1","63","95","238","134"
"2","63","115","13","132"
"3","63","101","255","118"
"4","63","95","249","112"
"5","63","115","13","132"
"6","63","101","255","118"
"7","63","95","249","112"
"8","63","137","35","154"
"9","63","90","244","118"
"10","63","95","238","134"
"11","63","126","13","165"
"12","63","79","222","118"
"13","63","84","227","123"
"14","63","126","24","143"
"15","63","101","244","140"
"16","63","117","4","156"
"17","63","104","236","220"
"18","63","167","244","126"
"19","63","11","55","58"
"20","63","237","237","105"
"21","63","47","58","226"
"22","63","220","41","209"
"23","63","50","160","72"
"24","63","47","102","36"
"25","63","107","173","173"
"26","63","105","204","3"
"27","63","91","55","132"
"28","63","251","190","0"
"29","63","222","37","103"
"30","63","172","243","75"
"31","63","235","39","160"
"32","63","156","172","26"
"33","63","161","177","53"
"34","63","191","218","116"
"35","63","134","194","92"
"36","63","21","125","56"
"37","63","26","141","94"
"38","63","24","161","103"
"39","63","255","136","78"
"40","63","249","119","17"
"41","63","46","150","37"
"42","63","21","81","224"
"43","63","147","185","50"
"44","63","46","84","161"
"45","63","65","103","180"
"46","63","136","185","229"
"47","63","98","169","235"
"48","63","21","136","235"
"49","63","249","119","240"
"50","63","156","26","147"
"51","63","84","166","42"
"52","63","53","113","11"
"53","63","76","81","1"
"54","63","208","202","122"
"55","63","23","17","193"
"56","63","244","249","169"
"57","63","175","235","133"
"58","63","158","28","149"
"59","63","189","81","191"
"60","63","153","45","155"
"61","63","180","39","160"
"62","63","65","103","224"
"63","63","106","122","20"
"64","63","144","204","102"
"65","63","29","100","254"
"66","63","180","240","138"
"67","63","75","113","234"
"68","63","249","254","108"
"69","63","155","116","193"
"70","63","163","102","146"
"71","63","89","174","207"
"72","63","212","99","187"
"73","63","239","38","104"
"74","63","237","36","80"
"75","63","201","0","33"
"76","63","162","206","195"
"77","63","171","193","160"
"78","63","212","201","157"
"79","63","16","16","184"
"80","63","193","226","39"
"81","63","131","208","123"
"82","63","84","183","200"
"83","63","170","24","209"
"84","63","90","233","129"
"85","63","84","238","112"
"86","63","137","35","132"
"87","63","68","222","118"
"88","63","95","238","134"
"89","63","115","2","176"
"90","63","101","244","173"
"91","63","95","238","134"
"92","63","115","13","132"
"93","63","101","255","118"
"94","63","95","249","112"
"95","63","115","2","154"
"96","63","101","255","118"
"97","63","95","249","112"
"98","63","115","13","132"
"99","63","101","255","118"
"0","64","95","249","112"
"1","64","115","13","132"
"2","64","101","255","118"
"3","64","95","249","112"
"4","64","115","13","132"
"5","64","101","255","118"
"6","64","95","249","112"
"7","64","115","13","132"
"8","64","101","255","118"
"9","64","95","249","112"
"10","64","115","13","132"
"11","64","101","255","118"
"12","64","95","249","112"
"13","64","115","13","132"
"14","64","101","255","118"
"15","64","95","249","112"
"16","64","115","13","132"
"17","64","101","244","140"
"18","64","62","161","178"
"19","64","244","65","203"
"20","64","111","155","158"
"21","64","187","231","66"
"22","64","251","61","207"
"23","64","25","80","14"
"24","64","85","107","52"
"25","64","94","138","127"
"26","64","47","135","157"
"27","64","151","93","137"
"28","64","180","31","86"
"29","64","208","213","23"
"30","64","224","105","171"
"31","64","200","125","224"
"32","64","98","235","67"
"33","64","202","61","182"
"34","64","10","70","191"
"35","64","142","169","67"
"36","64","48","75","240"
"37","64","101","161","59"
"38","64","98","169","89"
"39","64","238","86","251"
"40","64","35","139","48"
"41","64","10","59","246"
"42","64","147","152","72"
"43","64","123","117","37"
"44","64","54","48","191"
"45","64","114","152","17"
"46","64","32","125","202"
"47","64","153","34","100"
"48","64","216","141","240"
"49","64","247","161","26"
"50","64","109","1","122"
"51","64","144","248","135"
"52","64","7","67","221"
"53","64","172","199","108"
"54","64","224","229","149"
"55","64","211","238","147"
"56","64","219","23","177"
"57","64","191","6","160"
"58","64","167","37","169"
"59","64","164","34","166"
"60","64","191","39","182"
"61","64","10","81","235"
"62","64","84","111","9"
"63","64","133","149","47"
"64","64","197","213","89"
"65","64","125","152","50"
"66","64","42","124","0"
"67","64","62","177","42"
"68","64","213","39","149"
"69","64","240","0","110"
"70","64","84","1","78"
"71","64","207","226","25"
"72","64","60","181","225"
"73","64","138","193","226"
"74","64","11","55","44"
"75","64","184","239","195"
"76","64","193","248","182"
"77","64","146","179","102"
"78","64","206","217","129"
"79","64","97","130","177"
"80","64","18","106","211"
"81","64","106","238","200"
"82","64","38","181","132"
"83","64","167","54","206"
"84","64","128","26","145"
"85","64","82","236","132"
"86","64","101","255","118"
"87","64","95","249","112"
"88","64","115","13","132"
"89","64","101","244","140"
"90","64","95","238","134"
"91","64","115","13","132"
"92","64","101","255","118"
"93","64","95","249","112"
"94","64","115","13","132"
"95","64","101","255","118"
"96","64","95","249","112"
"97","64","115","13","132"
"98","64","101","255","118"
"99","64","95","249","112"
"0","65","115","13","132"
"1","65","101","255","118"
"2","65","95","249","112"
"3","65","115","13","132"
"4","65","101","255","118"
"5","65","95","249","112"
"6","65","115","13","132"
"7","65","101","255","118"
"8","65","95","249","112"
"9","65","115","13","132"
"10","65","101","255","118"
"11","65","95","249","112"
"12","65","115","13","132"
"13","65","101","255","118"
"14","65","95","249","112"
"15","65","115","13","132"
"16","65","134","32","118"
